Host.Species,Lake,Year,Julian.Day,Julian,Date,Date2,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,metsch.prev,spiro.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,coke.prev,Host.Density
ceriodaphnia,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,8,6,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290
ceriodaphnia,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
dentifera,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,347,128,210,0,0,1,0,0,1,0,0,0,NA,NA,NA,0.00288184438040346,0,0,0.00288184438040346,0,0,0,NA,NA,NA,80840.7
dentifera,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,300,93,204,0,0,1,0,0,1,1,0,0,NA,NA,NA,0.00333333333333333,0,0,0.00333333333333333,0.00333333333333333,0,0,NA,NA,NA,64070.5
dentifera,Cedar,2014,2014223,223,11-Aug-14,8/11/2014,215,139,64,0,0,1,0,0,11,0,0,0,NA,NA,NA,0.00465116279069767,0,0,0.0511627906976744,0,0,0,NA,NA,NA,38270.3
dentifera,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,244,103,124,0,0,1,0,2,11,0,0,0,NA,NA,NA,0.00409836065573771,0,0.00819672131147541,0.0450819672131148,0,0,0,NA,NA,NA,34400.3
dentifera,Cedar,2014,2014254,254,11-Sep-14,9/11/2014,251,66,180,0,0,3,0,0,2,0,0,0,NA,NA,NA,0.0119521912350598,0,0,0.00796812749003984,0,0,0,NA,NA,NA,82560.7
dentifera,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,200,95,88,0,0,14,0,1,0,0,0,0,NA,NA,NA,0.07,0,0.005,0,0,0,0,NA,NA,NA,75680.6
dentifera,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,357,88,222,23,1,12,0,1,10,0,0,0,NA,NA,NA,0.0336134453781513,0,0.00280112044817927,0.0280112044817927,0,0,0,NA,NA,NA,78690.6
dentifera,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,574,148,275,136,6,9,0,0,0,0,0,0,NA,NA,NA,0.0156794425087108,0,0,0,0,0,0,NA,NA,NA,125991
dentifera,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,227,102,52,29,41,3,0,0,0,0,0,0,NA,NA,NA,0.013215859030837,0,0,0,0,0,0,NA,NA,NA,46010.4
dubia,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,253,126,126,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00395256916996047,0,0,0,NA,NA,NA,7912.1
dubia,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,39,8,31,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,860
dubia,Cedar,2014,2014223,223,11-Aug-14,8/11/2014,16,10,4,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150
dubia,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,16,9,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860
dubia,Cedar,2014,2014254,254,11-Sep-14,9/11/2014,18,10,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860
dubia,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,5,1,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
dubia,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,5,1,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.7
dubia,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,11,6,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
dubia,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,6,0,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
pulicaria,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,177,80,97,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,4730
pulicaria,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,43,17,26,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,860
pulicaria,Cedar,2014,2014223,223,11-Aug-14,8/11/2014,35,21,14,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,860
pulicaria,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,11,8,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860
pulicaria,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,44,28,16,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,2365
pulicaria,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,3,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.3
pulicaria,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,22,8,14,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1720
pulicaria,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
retrocurva,Cedar,2014,2014198,198,17-Jul-14,7/17/2014,209,74,135,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,15050.1
retrocurva,Cedar,2014,2014209,209,28-Jul-14,7/28/2014,175,78,95,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,0,0.00571428571428571,0.00571428571428571,0,0,0,NA,NA,NA,6306.7
retrocurva,Cedar,2014,2014223,223,11-Aug-14,8/11/2014,68,39,26,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.0441176470588235,0,0,0,NA,NA,NA,3870
retrocurva,Cedar,2014,2014239,239,27-Aug-14,8/27/2014,208,76,126,0,0,0,0,3,3,0,0,0,NA,NA,NA,0,0,0.0144230769230769,0.0144230769230769,0,0,0,NA,NA,NA,12900.1
retrocurva,Cedar,2014,2014254,254,11-Sep-14,9/11/2014,230,82,147,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.00434782608695652,0,0,0,0,NA,NA,NA,70520.6
retrocurva,Cedar,2014,2014266,266,23-Sep-14,9/23/2014,203,76,126,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00492610837438424,0,0,0,NA,NA,NA,20210.2
retrocurva,Cedar,2014,2014283,283,10-Oct-14,10/10/2014,353,86,259,6,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.0056657223796034,0,0,0,NA,NA,NA,84567.4
retrocurva,Cedar,2014,2014295,295,22-Oct-14,10/22/2014,211,80,105,22,0,1,0,0,3,0,0,0,NA,NA,NA,0.004739336492891,0,0,0.014218009478673,0,0,0,NA,NA,NA,53750.4
retrocurva,Cedar,2014,2014310,310,6-Nov-14,11/6/2014,214,77,124,11,1,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00467289719626168,0,0,0,NA,NA,NA,18060.1
ambigua,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,2,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215
ceriodaphnia,CrookedP,2014,2014204,204,23-Jul-14,7/23/2014,161,49,110,0,0,0,0,1,0,1,0,0,NA,NA,NA,0,0,0.0062111801242236,0,0.0062111801242236,0,0,NA,NA,NA,12900.1
ceriodaphnia,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,204,95,106,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.0147058823529412,0,0,0,NA,NA,NA,29670.2
ceriodaphnia,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,210,112,94,0,0,0,0,1,3,0,0,0,NA,NA,NA,0,0,0.00476190476190476,0.0142857142857143,0,0,0,NA,NA,NA,40420.3
ceriodaphnia,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,280,179,90,0,0,1,0,0,4,0,0,0,NA,NA,NA,0.00357142857142857,0,0,0.0142857142857143,0,0,0,NA,NA,NA,28380.2
ceriodaphnia,CrookedP,2014,2014258,258,15-Sep-14,9/15/2014,202,108,92,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.0099009900990099,0,0,0,NA,NA,NA,20926.8
ceriodaphnia,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,196,113,82,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00510204081632653,0,0,0,NA,NA,NA,15050.1
ceriodaphnia,CrookedP,2014,2014287,287,14-Oct-14,10/14/2014,231,115,92,0,21,1,0,0,2,0,0,0,NA,NA,NA,0.00432900432900433,0,0,0.00865800865800866,0,0,0,NA,NA,NA,27090.2
ceriodaphnia,CrookedP,2014,2014300,300,27-Oct-14,10/27/2014,126,47,38,0,40,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.00793650793650794,0,0,0,0,NA,NA,NA,9632.1
ceriodaphnia,CrookedP,2014,2014315,315,11-Nov-14,11/11/2014,13,6,2,0,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.7
dentifera,CrookedP,2014,2014204,204,23-Jul-14,7/23/2014,317,136,175,0,0,2,0,0,4,0,0,0,NA,NA,NA,0.00630914826498423,0,0,0.0126182965299685,0,0,0,NA,NA,NA,93310.8
dentifera,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,214,99,107,0,0,4,0,0,4,0,0,0,NA,NA,NA,0.0186915887850467,0,0,0.0186915887850467,0,0,0,NA,NA,NA,51313.8
dentifera,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,205,80,101,0,0,16,0,1,7,0,0,0,NA,NA,NA,0.0780487804878049,0,0.0048780487804878,0.0341463414634146,0,0,0,NA,NA,NA,43860.4
dentifera,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,336,65,202,0,0,39,0,0,2,0,0,0,NA,NA,NA,0.116071428571429,0,0,0.00595238095238095,0,0,0,NA,NA,NA,46010.4
dentifera,CrookedP,2014,2014258,258,15-Sep-14,9/15/2014,272,104,143,0,0,19,0,0,5,0,0,0,NA,NA,NA,0.0698529411764706,0,0,0.0183823529411765,0,0,0,NA,NA,NA,51170.4
dentifera,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,212,71,118,8,0,7,0,0,4,0,0,0,NA,NA,NA,0.0330188679245283,0,0,0.0188679245283019,0,0,0,NA,NA,NA,80410.7
dentifera,CrookedP,2014,2014287,287,14-Oct-14,10/14/2014,254,113,91,47,0,1,0,0,1,0,0,0,NA,NA,NA,0.00393700787401575,0,0,0.00393700787401575,0,0,0,NA,NA,NA,134161.1
dentifera,CrookedP,2014,2014300,300,27-Oct-14,10/27/2014,245,67,38,76,64,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,80410.7
dentifera,CrookedP,2014,2014315,315,11-Nov-14,11/11/2014,245,34,4,111,93,1,0,1,1,0,0,0,NA,NA,NA,0.00408163265306122,0,0.00408163265306122,0.00408163265306122,0,0,0,NA,NA,NA,14190.1
parvula,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,209,116,89,0,0,0,0,4,0,0,0,0,NA,NA,NA,0,0,0.0191387559808612,0,0,0,0,NA,NA,NA,18920.2
parvula,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,210,118,88,0,0,0,0,4,0,0,0,0,NA,NA,NA,0,0,0.019047619047619,0,0,0,0,NA,NA,NA,30386.9
parvula,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,201,63,135,0,0,0,0,3,0,0,0,0,NA,NA,NA,0,0,0.0149253731343284,0,0,0,0,NA,NA,NA,33253.6
parvula,CrookedP,2014,2014258,258,15-Sep-14,9/15/2014,203,132,70,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00492610837438424,0,0,0,NA,NA,NA,12326.8
parvula,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,232,128,91,10,0,1,0,0,0,0,0,0,NA,NA,NA,0.00431034482758621,0,0,0,0,0,0,NA,NA,NA,40420.3
parvula,CrookedP,2014,2014287,287,14-Oct-14,10/14/2014,206,69,130,3,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,97180.8
parvula,CrookedP,2014,2014300,300,27-Oct-14,10/27/2014,239,63,169,7,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,79550.6
parvula,CrookedP,2014,2014315,315,11-Nov-14,11/11/2014,247,130,116,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,59627.2
pulicaria,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,104,61,34,0,0,0,0,0,9,0,0,0,NA,NA,NA,0,0,0,0.0865384615384615,0,0,0,NA,NA,NA,286.7
pulicaria,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860
pulicaria,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
retrocurva,CrookedP,2014,2014204,204,23-Jul-14,7/23/2014,17,3,14,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150
retrocurva,CrookedP,2014,2014216,216,4-Aug-14,8/4/2014,149,49,98,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.0134228187919463,0,0,0,NA,NA,NA,6880.1
retrocurva,CrookedP,2014,2014230,230,18-Aug-14,8/18/2014,90,71,19,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,7740.1
retrocurva,CrookedP,2014,2014245,245,2-Sep-14,9/2/2014,202,94,100,0,0,4,0,0,5,0,0,0,NA,NA,NA,0.0198019801980198,0,0,0.0247524752475248,0,0,0,NA,NA,NA,14620.1
retrocurva,CrookedP,2014,2014258,258,15-Sep-14,9/15/2014,164,69,90,0,0,3,0,0,2,0,0,0,NA,NA,NA,0.0182926829268293,0,0,0.0121951219512195,0,0,0,NA,NA,NA,9288.1
retrocurva,CrookedP,2014,2014272,272,29-Sep-14,9/29/2014,203,105,87,0,0,2,0,1,8,0,0,0,NA,NA,NA,0.00985221674876847,0,0.00492610837438424,0.0394088669950739,0,0,0,NA,NA,NA,11610.1
retrocurva,CrookedP,2014,2014287,287,14-Oct-14,10/14/2014,121,60,60,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,9746.7
retrocurva,CrookedP,2014,2014300,300,27-Oct-14,10/27/2014,197,122,65,9,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,16626.8
retrocurva,CrookedP,2014,2014315,315,11-Nov-14,11/11/2014,188,150,27,8,3,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,8772.1
ceriodaphnia,CrookedW,2014,2014198,198,17-Jul-14,7/17/2014,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ceriodaphnia,CrookedW,2014,2014209,209,28-Jul-14,7/28/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.5
ceriodaphnia,CrookedW,2014,2014223,223,11-Aug-14,8/11/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ceriodaphnia,CrookedW,2014,2014239,239,27-Aug-14,8/27/2014,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.7
ceriodaphnia,CrookedW,2014,2014254,254,11-Sep-14,9/11/2014,23,15,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1514.5
ceriodaphnia,CrookedW,2014,2014266,266,23-Sep-14,9/23/2014,16,11,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.4
ceriodaphnia,CrookedW,2014,2014283,283,10-Oct-14,10/10/2014,25,9,15,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1402.3
ceriodaphnia,CrookedW,2014,2014295,295,22-Oct-14,10/22/2014,3,1,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.3
ceriodaphnia,CrookedW,2014,2014310,310,6-Nov-14,11/6/2014,2,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
dentifera,CrookedW,2014,2014198,198,17-Jul-14,7/17/2014,203,76,126,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,28326.1
dentifera,CrookedW,2014,2014209,209,28-Jul-14,7/28/2014,261,49,194,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,15144.6
dentifera,CrookedW,2014,2014223,223,11-Aug-14,8/11/2014,438,127,304,0,0,1,0,0,0,0,0,0,NA,NA,NA,0.00228310502283105,0,0,0,0,0,0,NA,NA,NA,58895.8
dentifera,CrookedW,2014,2014239,239,27-Aug-14,8/27/2014,224,99,121,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00446428571428571,0,0,0,NA,NA,NA,84978.3
dentifera,CrookedW,2014,2014254,254,11-Sep-14,9/11/2014,255,103,131,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0.00392156862745098,0,0,NA,NA,NA,47537.4
dentifera,CrookedW,2014,2014266,266,23-Sep-14,9/23/2014,611,159,401,48,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,159018.8
dentifera,CrookedW,2014,2014283,283,10-Oct-14,10/10/2014,210,26,123,58,2,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,22717
dentifera,CrookedW,2014,2014295,295,22-Oct-14,10/22/2014,92,44,31,7,10,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,5048.2
dentifera,CrookedW,2014,2014310,310,6-Nov-14,11/6/2014,4,1,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
dubia,CrookedW,2014,2014198,198,17-Jul-14,7/17/2014,209,32,177,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,24680.2
dubia,CrookedW,2014,2014209,209,28-Jul-14,7/28/2014,209,55,154,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,14303.3
dubia,CrookedW,2014,2014223,223,11-Aug-14,8/11/2014,202,88,114,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,9816
dubia,CrookedW,2014,2014239,239,27-Aug-14,8/27/2014,202,84,115,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.0148514851485149,0,0,0,NA,NA,NA,16406.7
dubia,CrookedW,2014,2014254,254,11-Sep-14,9/11/2014,209,59,150,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,9591.6
dubia,CrookedW,2014,2014266,266,23-Sep-14,9/23/2014,214,63,147,0,0,0,0,0,4,0,0,0,NA,NA,NA,0,0,0,0.0186915887850467,0,0,0,NA,NA,NA,34916.8
dubia,CrookedW,2014,2014283,283,10-Oct-14,10/10/2014,149,37,102,0,0,0,0,0,4,0,0,0,NA,NA,NA,0,0,0,0.0268456375838926,0,0,0,NA,NA,NA,9255.1
dubia,CrookedW,2014,2014295,295,22-Oct-14,10/22/2014,88,33,49,0,2,0,0,0,4,0,0,0,NA,NA,NA,0,0,0,0.0454545454545455,0,0,0,NA,NA,NA,2944.8
dubia,CrookedW,2014,2014310,310,6-Nov-14,11/6/2014,32,9,22,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.03125,0,0,0,NA,NA,NA,5048.2
retrocurva,CrookedW,2014,2014198,198,17-Jul-14,7/17/2014,132,72,60,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,7852.8
retrocurva,CrookedW,2014,2014209,209,28-Jul-14,7/28/2014,86,26,60,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,7572.3
retrocurva,CrookedW,2014,2014223,223,11-Aug-14,8/11/2014,232,91,141,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,32252.5
retrocurva,CrookedW,2014,2014239,239,27-Aug-14,8/27/2014,243,100,141,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.00823045267489712,0,0,0,NA,NA,NA,67309.5
retrocurva,CrookedW,2014,2014254,254,11-Sep-14,9/11/2014,233,110,123,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,32813.4
retrocurva,CrookedW,2014,2014266,266,23-Sep-14,9/23/2014,413,181,227,1,0,0,0,0,4,0,0,0,NA,NA,NA,0,0,0,0.00968523002421308,0,0,0,NA,NA,NA,85399
retrocurva,CrookedW,2014,2014283,283,10-Oct-14,10/10/2014,203,40,153,2,0,0,0,0,8,0,0,0,NA,NA,NA,0,0,0,0.0394088669950739,0,0,0,NA,NA,NA,14022.8
retrocurva,CrookedW,2014,2014295,295,22-Oct-14,10/22/2014,208,109,85,8,0,0,0,0,6,0,0,0,NA,NA,NA,0,0,0,0.0288461538461538,0,0,0,NA,NA,NA,12410.2
retrocurva,CrookedW,2014,2014310,310,6-Nov-14,11/6/2014,243,49,93,91,8,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.00823045267489712,0,0,0,NA,NA,NA,2944.8
ambigua,Gosling,2014,2014217,217,5-Aug-14,8/5/2014,4,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ambigua,Gosling,2014,2014233,233,21-Aug-14,8/21/2014,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ambigua,Gosling,2014,2014247,247,4-Sep-14,9/4/2014,3,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ambigua,Gosling,2014,2014261,261,18-Sep-14,9/18/2014,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7
ambigua,Gosling,2014,2014290,290,17-Oct-14,10/17/2014,10,5,4,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ambigua,Gosling,2014,2014304,304,31-Oct-14,10/31/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ceriodaphnia,Gosling,2014,2014206,206,25-Jul-14,7/25/2014,541,231,305,0,0,3,0,0,2,0,0,0,NA,NA,NA,0.0055452865064695,0,0,0.00369685767097967,0,0,0,NA,NA,NA,107274.6
ceriodaphnia,Gosling,2014,2014217,217,5-Aug-14,8/5/2014,282,123,158,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,47116.7
ceriodaphnia,Gosling,2014,2014233,233,21-Aug-14,8/21/2014,200,102,96,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.01,0,0,0,NA,NA,NA,38703
ceriodaphnia,Gosling,2014,2014247,247,4-Sep-14,9/4/2014,356,149,205,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,26660.2
ceriodaphnia,Gosling,2014,2014261,261,18-Sep-14,9/18/2014,397,190,207,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,150501.2
ceriodaphnia,Gosling,2014,2014276,276,3-Oct-14,10/3/2014,244,117,126,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,69947.2
ceriodaphnia,Gosling,2014,2014290,290,17-Oct-14,10/17/2014,145,84,55,0,5,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00689655172413793,0,0,0,NA,NA,NA,9890.1
ceriodaphnia,Gosling,2014,2014304,304,31-Oct-14,10/31/2014,4,1,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075
ceriodaphnia,Gosling,2014,2014318,318,14-Nov-14,11/14/2014,18,4,7,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.3
dentifera,Gosling,2014,2014206,206,25-Jul-14,7/25/2014,278,105,168,0,0,0,0,0,5,0,0,0,NA,NA,NA,0,0,0,0.0179856115107914,0,0,0,NA,NA,NA,35057
dentifera,Gosling,2014,2014217,217,5-Aug-14,8/5/2014,202,71,125,0,0,1,0,0,1,0,0,0,NA,NA,NA,0.00495049504950495,0,0,0.00495049504950495,0,0,0,NA,NA,NA,24960.6
dentifera,Gosling,2014,2014233,233,21-Aug-14,8/21/2014,228,105,114,0,0,4,0,0,3,0,0,0,NA,NA,NA,0.0175438596491228,0,0,0.0131578947368421,0,0,0,NA,NA,NA,29868.6
dentifera,Gosling,2014,2014247,247,4-Sep-14,9/4/2014,238,59,162,0,0,8,0,0,3,0,0,0,NA,NA,NA,0.0336134453781513,0,0,0.0126050420168067,0,0,0,NA,NA,NA,116961
dentifera,Gosling,2014,2014261,261,18-Sep-14,9/18/2014,573,280,275,0,0,13,0,0,4,0,0,0,NA,NA,NA,0.0226876090750436,0,0,0.00698080279232112,0,0,0,NA,NA,NA,269182.2
dentifera,Gosling,2014,2014276,276,3-Oct-14,10/3/2014,329,94,200,31,0,2,0,1,1,0,0,0,NA,NA,NA,0.0060790273556231,0,0.00303951367781155,0.00303951367781155,0,0,0,NA,NA,NA,327232.7
dentifera,Gosling,2014,2014290,290,17-Oct-14,10/17/2014,242,77,105,42,11,1,0,0,6,0,0,0,NA,NA,NA,0.00413223140495868,0,0,0.0247933884297521,0,0,0,NA,NA,NA,46870.4
