"Host.Species","Lake","Year","Julian.Day","Julian","Date","Date2","Total","Uninfected.Adult","Uninfected.Juv","Uninfected.Males","Uninfected.Ephip","pasteuria.prev","brood.prev","micG.prev","coke.prev","Host.Density"
"dubia","CrookedP",2022,2022158,158,NA,"6/7/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","CrookedP",2022,2022158,158,NA,"6/7/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,41296
"mendotae","CrookedP",2022,2022158,158,NA,"6/7/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","North",2022,2022158,158,NA,"6/7/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","North",2022,2022158,158,NA,"6/7/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,326.1
"mendotae","North",2022,2022158,158,NA,"6/7/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Sullivan",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Sullivan",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Sullivan",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Sullivan",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Sullivan",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Gosling",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Gosling",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Gosling",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,38988.5
"mendotae","Gosling",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Pickerel",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Pickerel",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Pickerel",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,574928
"mendotae","Pickerel",2022,2022160,160,NA,"6/9/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Cedar",2022,2022192,192,NA,"7/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Cedar",2022,2022192,192,NA,"7/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Cedar",2022,2022192,192,NA,"7/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Cedar",2022,2022192,192,NA,"7/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","CrookedW",2022,2022192,192,NA,"7/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","CrookedW",2022,2022192,192,NA,"7/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","CrookedW",2022,2022192,192,NA,"7/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Bishop",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Bishop",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Bishop",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Appleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Appleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Appleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Appleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","LittleAppleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","LittleAppleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","LittleAppleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","LittleAppleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,9783.4
"mendotae","LittleAppleton",2022,2022194,194,NA,"7/13/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dentifera","Whitmore",2022,2022195,195,NA,"7/14/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Whitmore",2022,2022195,195,NA,"7/14/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Whitmore",2022,2022195,195,NA,"7/14/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Whitmore",2022,2022195,195,NA,"7/14/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Woodland",2022,2022195,195,NA,"7/14/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Woodland",2022,2022195,195,NA,"7/14/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Woodland",2022,2022195,195,NA,"7/14/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Walsh",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Walsh",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Walsh",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Walsh",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,326.1
"ambigua","Walsh",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Walsh",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Mill",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Mill",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Mill",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Mill",2022,2022199,199,NA,"7/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","CrookedP",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","CrookedP",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,15399.9
"mendotae","CrookedP",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Bruin",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Bruin",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Bruin",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Bruin",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","North",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","North",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","North",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","North",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","North",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","North",2022,2022201,201,NA,"7/20/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Gosling",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Gosling",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Gosling",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,90964.9
"mendotae","Gosling",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Pickerel",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Pickerel",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,590.4
"ambigua","Pickerel",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Pickerel",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Sullivan",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Sullivan",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Sullivan",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Sullivan",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Sullivan",2022,2022202,202,NA,"7/21/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","CrookedW",2022,2022206,206,NA,"7/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","CrookedW",2022,2022206,206,NA,"7/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","CrookedW",2022,2022206,206,NA,"7/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","CrookedW",2022,2022206,206,NA,"7/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Cedar",2022,2022206,206,NA,"7/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Cedar",2022,2022206,206,NA,"7/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Cedar",2022,2022206,206,NA,"7/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Cedar",2022,2022206,206,NA,"7/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","LittleAppleton",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","LittleAppleton",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","LittleAppleton",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","LittleAppleton",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,11796.3
"mendotae","LittleAppleton",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Bishop",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Bishop",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Appleton",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Appleton",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,71.3
"mendotae","Appleton",2022,2022208,208,NA,"7/27/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dentifera","Whitmore",2022,2022209,209,NA,"7/28/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Whitmore",2022,2022209,209,NA,"7/28/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Whitmore",2022,2022209,209,NA,"7/28/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Whitmore",2022,2022209,209,NA,"7/28/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Woodland",2022,2022209,209,NA,"7/28/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Woodland",2022,2022209,209,NA,"7/28/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,193.1
"ambigua","Woodland",2022,2022209,209,NA,"7/28/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Mill",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Mill",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Mill",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,75807.4
"mendotae","Mill",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Walsh",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Walsh",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Walsh",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,788.1
"ambigua","Walsh",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Walsh",2022,2022213,213,NA,"8/1/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Bruin",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Bruin",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Bruin",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Bruin",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","North",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","North",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","North",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","North",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","CrookedP",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","CrookedP",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,4864.5
"mendotae","CrookedP",2022,2022215,215,NA,"8/3/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Gosling",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Gosling",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Gosling",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Gosling",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,16169.9
"ambigua","Gosling",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Gosling",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Sullivan",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Sullivan",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Sullivan",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Sullivan",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Sullivan",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Pickerel",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Pickerel",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Pickerel",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Pickerel",2022,2022216,216,NA,"8/4/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Cedar",2022,2022220,220,NA,"8/8/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Cedar",2022,2022220,220,NA,"8/8/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Cedar",2022,2022220,220,NA,"8/8/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","CrookedW",2022,2022220,220,NA,"8/8/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","CrookedW",2022,2022220,220,NA,"8/8/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","CrookedW",2022,2022220,220,NA,"8/8/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","CrookedW",2022,2022220,220,NA,"8/8/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","LittleAppleton",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","LittleAppleton",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","LittleAppleton",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,1195.8
"ambigua","LittleAppleton",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","LittleAppleton",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Appleton",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,86.7
"mendotae","Appleton",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Bishop",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Bishop",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Bishop",2022,2022222,222,NA,"8/10/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Whitmore",2022,2022223,223,NA,"8/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Whitmore",2022,2022223,223,NA,"8/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Whitmore",2022,2022223,223,NA,"8/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Woodland",2022,2022223,223,NA,"8/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Woodland",2022,2022223,223,NA,"8/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Woodland",2022,2022223,223,NA,"8/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Woodland",2022,2022223,223,NA,"8/11/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Mill",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Mill",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Mill",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,13180.5
"ambigua","Mill",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Mill",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Walsh",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Walsh",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Walsh",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,757.1
"ambigua","Walsh",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Walsh",2022,2022227,227,NA,"8/15/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","CrookedP",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","CrookedP",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,3179.6
"mendotae","CrookedP",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","North",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","North",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","North",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dentifera","Bruin",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Bruin",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Bruin",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Bruin",2022,2022229,229,NA,"8/17/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Pickerel",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Pickerel",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,244.6
"ambigua","Pickerel",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Pickerel",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Sullivan",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Sullivan",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Sullivan",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Sullivan",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Sullivan",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Gosling",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Gosling",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Gosling",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Gosling",2022,2022230,230,NA,"8/18/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Cedar",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Cedar",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Cedar",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Cedar",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","CrookedW",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","CrookedW",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","CrookedW",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","CrookedW",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","CrookedW",2022,2022234,234,NA,"8/22/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Appleton",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Appleton",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Appleton",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Appleton",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","LittleAppleton",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","LittleAppleton",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,1222.9
"ambigua","LittleAppleton",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","LittleAppleton",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Bishop",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,97.1
"mendotae","Bishop",2022,2022236,236,NA,"8/24/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Woodland",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ceriodaphnia","Woodland",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Woodland",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Woodland",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Woodland",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dentifera","Whitmore",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Whitmore",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Whitmore",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"ambigua","Whitmore",2022,2022237,237,NA,"8/25/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"pulicaria","Mill",2022,2022241,241,NA,"8/29/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Mill",2022,2022241,241,NA,"8/29/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"parvula","Mill",2022,2022241,241,NA,"8/29/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,12682.2
"ambigua","Mill",2022,2022241,241,NA,"8/29/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"mendotae","Mill",2022,2022241,241,NA,"8/29/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"retrocurva","Walsh",2022,2022241,241,NA,"8/29/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
"dubia","Walsh",2022,2022241,241,NA,"8/29/2022",0,NA,NA,NA,NA,NA,NA,NA,NA,0
